time,infection
1950,2064
1950.00274,2092
1950.005479,2117
1950.008219,2138
1950.010959,2157
1950.013699,2315
1950.016438,2453
1950.019178,2574
1950.021918,2680
1950.024658,2773
1950.027397,2854
1950.030137,2924
1950.032877,2986
1950.035616,3041
1950.038356,3088
1950.041096,3130
1950.043836,3166
1950.046575,3198
1950.049315,3226
1950.052055,3250
1950.054795,3271
1950.057534,3290
1950.060274,3306
1950.063014,3321
1950.065753,3333
1950.068493,3344
1950.071233,3392
1950.073973,3435
1950.076712,3472
1950.079452,3504
1950.082192,3533
1950.084932,3558
1950.087671,3579
1950.090411,3780
1950.093151,3955
1950.09589,4109
1950.09863,4243
1950.10137,4360
1950.10411,4463
1950.106849,4553
1950.109589,4761
1950.112329,4944
1950.115068,5103
1950.117808,5243
1950.120548,5365
1950.123288,5472
1950.126027,5565
1950.128767,5699
1950.131507,5815
1950.134247,5918
1950.136986,6007
1950.139726,6085
1950.142466,6154
1950.145205,6214
1950.147945,6357
1950.150685,6482
1950.153425,6592
1950.156164,6688
1950.158904,6772
1950.161644,6845
1950.164384,6909
1950.167123,6901
1950.169863,6893
1950.172603,6887
1950.175342,6881
1950.178082,6876
1950.180822,6872
1950.183562,6868
1950.186301,7020
1950.189041,7153
1950.191781,7269
1950.194521,7371
1950.19726,7461
1950.2,7539
1950.20274,7607
1950.205479,6902
1950.208219,6285
1950.210959,5746
1950.213699,5274
1950.216438,4861
1950.219178,4499
1950.221918,4183
1950.224658,4710
1950.227397,5170
1950.230137,5573
1950.232877,5926
1950.235616,6235
1950.238356,6505
1950.241096,6741
1950.243836,7052
1950.246575,7323
1950.249315,7561
1950.252055,7769
1950.254795,7951
1950.257534,8110
1950.260274,8250
1950.263014,8229
1950.265753,8211
1950.268493,8195
1950.271233,8181
1950.273973,8169
1950.276712,8159
1950.279452,8149
1950.282192,8582
1950.284932,8960
1950.287671,9291
1950.290411,9581
1950.293151,9835
1950.29589,10056
1950.29863,10251
1950.30137,10226
1950.30411,10204
1950.306849,10186
1950.309589,10169
1950.312329,10155
1950.315068,10142
1950.317808,10131
1950.320548,10031
1950.323288,9943
1950.326027,9866
1950.328767,9799
1950.331507,9740
1950.334247,9688
1950.336986,9643
1950.339726,9591
1950.342466,9545
1950.345205,9505
1950.347945,9470
1950.350685,9440
1950.353425,9413
1950.356164,9389
1950.358904,9550
1950.361644,9691
1950.364384,9814
1950.367123,9922
1950.369863,10016
1950.372603,10098
1950.375342,10170
1950.378082,10519
1950.380822,10823
1950.383562,11090
1950.386301,11323
1950.389041,11528
1950.391781,11706
1950.394521,11862
1950.39726,12103
1950.4,12313
1950.40274,12497
1950.405479,12658
1950.408219,12799
1950.410959,12922
1950.413699,13030
1950.416438,13254
1950.419178,13450
1950.421918,13621
1950.424658,13772
1950.427397,13903
1950.430137,14018
1950.432877,14118
1950.435616,14323
1950.438356,14502
1950.441096,14658
1950.443836,14795
1950.446575,14915
1950.449315,15020
1950.452055,15112
1950.454795,14842
1950.457534,14607
1950.460274,14400
1950.463014,14220
1950.465753,14062
1950.468493,13924
1950.471233,13803
1950.473973,13749
1950.476712,13702
1950.479452,13660
1950.482192,13624
1950.484932,13592
1950.487671,13564
1950.490411,13540
1950.493151,13480
1950.49589,13428
1950.49863,13381
1950.50137,13341
1950.50411,13306
1950.506849,13275
1950.509589,13248
1950.512329,13238
1950.515068,13228
1950.517808,13220
1950.520548,13213
1950.523288,13207
1950.526027,13201
1950.528767,13197
1950.531507,13257
1950.534247,13310
1950.536986,13357
1950.539726,13397
1950.542466,13433
1950.545205,13464
1950.547945,13491
1950.550685,13411
1950.553425,13341
1950.556164,13280
1950.558904,13227
1950.561644,13180
1950.564384,13139
1950.567123,13103
1950.569863,12981
1950.572603,12874
1950.575342,12781
1950.578082,12699
1950.580822,12628
1950.583562,12565
1950.586301,12510
1950.589041,12410
1950.591781,12323
1950.594521,12247
1950.59726,12180
1950.6,12121
1950.60274,12070
1950.605479,12025
1950.608219,11701
1950.610959,11418
1950.613699,11169
1950.616438,10952
1950.619178,10762
1950.621918,10596
1950.624658,10450
1950.627397,10155
1950.630137,9896
1950.632877,9670
1950.635616,9471
1950.638356,9298
1950.641096,9146
1950.643836,9014
1950.646575,8677
1950.649315,8383
1950.652055,8125
1950.654795,7900
1950.657534,7703
1950.660274,7530
1950.663014,7379
1950.665753,7079
1950.668493,6816
1950.671233,6586
1950.673973,6384
1950.676712,6208
1950.679452,6054
1950.682192,5919
1950.684932,5646
1950.687671,5406
1950.690411,5197
1950.693151,5014
1950.69589,4853
1950.69863,4713
1950.70137,4590
1950.70411,4470
1950.706849,4365
1950.709589,4273
1950.712329,4192
1950.715068,4121
1950.717808,4060
1950.720548,4006
1950.723288,3997
1950.726027,3990
1950.728767,3983
1950.731507,3978
1950.734247,3973
1950.736986,3969
1950.739726,3965
1950.742466,4013
1950.745205,4056
1950.747945,4093
1950.750685,4125
1950.753425,4154
1950.756164,4179
1950.758904,4201
1950.761644,4388
1950.764384,4552
1950.767123,4696
1950.769863,4821
1950.772603,4931
1950.775342,5027
1950.778082,5112
1950.780822,5392
1950.783562,5638
1950.786301,5853
1950.789041,6042
1950.791781,6206
1950.794521,6350
1950.79726,6476
1950.8,6742
1950.80274,6975
1950.805479,7178
1950.808219,7356
1950.810959,7512
1950.813699,7648
1950.816438,7767
1950.819178,8014
1950.821918,8230
1950.824658,8419
1950.827397,8585
1950.830137,8730
1950.832877,8856
1950.835616,8967
1950.838356,9284
1950.841096,9562
1950.843836,9805
1950.846575,10017
1950.849315,10203
1950.852055,10366
1950.854795,10508
1950.857534,10814
1950.860274,11082
1950.863014,11317
1950.865753,11522
1950.868493,11701
1950.871233,11858
1950.873973,11995
1950.876712,12362
1950.879452,12682
1950.882192,12963
1950.884932,13208
1950.887671,13423
1950.890411,13611
1950.893151,13775
1950.89589,14139
1950.89863,14457
1950.90137,14736
1950.90411,14980
1950.906849,15193
1950.909589,15380
1950.912329,15543
1950.915068,15855
1950.917808,16127
1950.920548,16366
1950.923288,16574
1950.926027,16757
1950.928767,16916
1950.931507,17056
1950.934247,17619
1950.936986,18111
1950.939726,18542
1950.942466,18919
1950.945205,19249
1950.947945,19538
1950.950685,19791
1950.953425,19934
1950.956164,20059
1950.958904,20169
1950.961644,20265
1950.964384,20349
1950.967123,20423
1950.969863,20487
1950.972603,20569
1950.975342,20641
1950.978082,20704
1950.980822,20759
1950.983562,20807
1950.986301,20849
1950.989041,20886
1950.991781,21475
1950.994521,21991
1950.99726,22442
1951,22837
1951.00274,23183
1951.005479,23485
1951.008219,23750
1951.010959,23878
1951.013699,23991
1951.016438,24089
1951.019178,24176
1951.021918,24251
1951.024658,24317
1951.027397,24375
1951.030137,24002
1951.032877,23676
1951.035616,23391
1951.038356,23142
1951.041096,22923
1951.043836,22732
1951.046575,22565
1951.049315,22029
1951.052055,21561
1951.054795,21150
1951.057534,20792
1951.060274,20478
1951.063014,20203
1951.065753,19963
1951.068493,19752
1951.071233,19568
1951.073973,19407
1951.076712,19266
1951.079452,19143
1951.082192,19035
1951.084932,18941
1951.087671,18909
1951.090411,18881
1951.093151,18857
1951.09589,18835
1951.09863,18817
1951.10137,18800
1951.10411,18786
1951.106849,19535
1951.109589,20191
1951.112329,20764
1951.115068,21266
1951.117808,21705
1951.120548,22090
1951.123288,22426
1951.126027,23143
1951.128767,23771
1951.131507,24320
1951.134247,24801
1951.136986,25221
1951.139726,25589
1951.142466,25911
1951.145205,26650
1951.147945,27296
1951.150685,27862
1951.153425,28356
1951.156164,28789
1951.158904,29168
1951.161644,29500
1951.164384,29993
1951.167123,30424
1951.169863,30802
1951.172603,31132
1951.175342,31421
1951.178082,31674
1951.180822,31896
1951.183562,32072
1951.186301,32227
1951.189041,32362
1951.191781,32481
1951.194521,32584
1951.19726,32675
1951.2,32754
1951.20274,33213
1951.205479,33614
1951.208219,33966
1951.210959,34273
1951.213699,34542
1951.216438,34777
1951.219178,34983
1951.221918,34588
1951.224658,34242
1951.227397,33939
1951.230137,33674
1951.232877,33443
1951.235616,33240
1951.238356,33062
1951.241096,33398
1951.243836,33691
1951.246575,33948
1951.249315,34173
1951.252055,34370
1951.254795,34542
1951.257534,34692
1951.260274,34469
1951.263014,34273
1951.265753,34102
1951.268493,33952
1951.271233,33821
1951.273973,33706
1951.276712,33606
1951.279452,32638
1951.282192,31791
1951.284932,31050
1951.287671,30401
1951.290411,29834
1951.293151,29337
1951.29589,28903
1951.29863,28015
1951.30137,27238
1951.30411,26558
1951.306849,25963
1951.309589,25443
1951.312329,24988
1951.315068,24589
1951.317808,24088
1951.320548,23650
1951.323288,23266
1951.326027,22931
1951.328767,22637
1951.331507,22380
1951.334247,22155
1951.336986,22009
1951.339726,21882
1951.342466,21770
1951.345205,21672
1951.347945,21587
1951.350685,21512
1951.353425,21446
1951.356164,21609
1951.358904,21751
1951.361644,21876
1951.364384,21985
1951.367123,22080
1951.369863,22163
1951.372603,22236
1951.375342,22097
1951.378082,21976
1951.380822,21869
1951.383562,21776
1951.386301,21694
1951.389041,21623
1951.391781,21560
1951.394521,21607
1951.39726,21648
1951.4,21684
1951.40274,21716
1951.405479,21743
1951.408219,21767
1951.410959,21789
1951.413699,21299
1951.416438,20871
1951.419178,20496
1951.421918,20168
1951.424658,19881
1951.427397,19630
1951.430137,19411
1951.432877,19100
1951.435616,18828
1951.438356,18590
1951.441096,18382
1951.443836,18200
1951.446575,18041
1951.449315,17902
1951.452055,17407
1951.454795,16975
1951.457534,16596
1951.460274,16265
1951.463014,15975
1951.465753,15721
1951.468493,15500
1951.471233,15187
1951.473973,14913
1951.476712,14674
1951.479452,14465
1951.482192,14281
1951.484932,14121
1951.487671,13981
1951.490411,13672
1951.493151,13402
1951.49589,13165
1951.49863,12958
1951.50137,12777
1951.50411,12619
1951.506849,12480
1951.509589,12139
1951.512329,11840
1951.515068,11578
1951.517808,11350
1951.520548,11150
1951.523288,10974
1951.526027,10821
1951.528767,10569
1951.531507,10348
1951.534247,10154
1951.536986,9985
1951.539726,9837
1951.542466,9708
1951.545205,9594
1951.547945,9292
1951.550685,9028
1951.553425,8796
1951.556164,8594
1951.558904,8416
1951.561644,8261
1951.564384,8126
1951.567123,7855
1951.569863,7618
1951.572603,7410
1951.575342,7229
1951.578082,7070
1951.580822,6931
1951.583562,6809
1951.586301,6669
1951.589041,6546
1951.591781,6439
1951.594521,6345
1951.59726,6262
1951.6,6191
1951.60274,6128
1951.605479,5886
1951.608219,5675
1951.610959,5491
1951.613699,5329
1951.616438,5188
1951.619178,5064
1951.621918,4956
1951.624658,4793
1951.627397,4651
1951.630137,4527
1951.632877,4418
1951.635616,4323
1951.638356,4239
1951.641096,4166
1951.643836,3984
1951.646575,3825
1951.649315,3685
1951.652055,3563
1951.654795,3456
1951.657534,3363
1951.660274,3281
1951.663014,3142
1951.665753,3020
1951.668493,2913
1951.671233,2820
1951.673973,2738
1951.676712,2667
1951.679452,2604
1951.682192,2482
1951.684932,2375
1951.687671,2281
1951.690411,2199
1951.693151,2127
1951.69589,2065
1951.69863,2010
1951.70137,1928
1951.70411,1856
1951.706849,1793
1951.709589,1738
1951.712329,1690
1951.715068,1648
1951.717808,1612
1951.720548,1562
1951.723288,1519
1951.726027,1482
1951.728767,1449
1951.731507,1420
1951.734247,1395
1951.736986,1373
1951.739726,1387
1951.742466,1400
1951.745205,1411
1951.747945,1421
1951.750685,1429
1951.753425,1437
1951.756164,1443
1951.758904,1466
1951.761644,1486
1951.764384,1503
1951.767123,1519
1951.769863,1532
1951.772603,1544
1951.775342,1554
1951.778082,1597
1951.780822,1634
1951.783562,1667
1951.786301,1695
1951.789041,1720
1951.791781,1742
1951.794521,1762
1951.79726,1795
1951.8,1825
1951.80274,1850
1951.805479,1873
1951.808219,1893
1951.810959,1910
1951.813699,1925
1951.816438,1972
1951.819178,2013
1951.821918,2049
1951.824658,2081
1951.827397,2109
1951.830137,2133
1951.832877,2154
1951.835616,2172
1951.838356,2188
1951.841096,2203
1951.843836,2215
1951.846575,2226
1951.849315,2235
1951.852055,2244
1951.854795,2234
1951.857534,2226
1951.860274,2218
1951.863014,2212
1951.865753,2206
1951.868493,2201
1951.871233,2197
1951.873973,2227
1951.876712,2253
1951.879452,2276
1951.882192,2297
1951.884932,2314
1951.887671,2330
1951.890411,2343
1951.893151,2338
1951.89589,2333
1951.89863,2330
1951.90137,2326
1951.90411,2323
1951.906849,2320
1951.909589,2318
1951.912329,2367
1951.915068,2410
1951.917808,2447
1951.920548,2480
1951.923288,2508
1951.926027,2533
1951.928767,2555
1951.931507,2574
1951.934247,2591
1951.936986,2606
1951.939726,2619
1951.942466,2630
1951.945205,2640
1951.947945,2648
1951.950685,2673
1951.953425,2694
1951.956164,2713
1951.958904,2729
1951.961644,2743
1951.964384,2756
1951.967123,2767
1951.969863,2760
1951.972603,2753
1951.975342,2748
1951.978082,2743
1951.980822,2738
1951.983562,2735
1951.986301,2731
1951.989041,2729
1951.991781,2726
1951.994521,2724
1951.99726,2722
1952,2720
1952.00274,2719
1952.005479,2718
1952.008219,2870
1952.010959,3003
1952.013699,3120
1952.016438,3222
1952.019178,3312
1952.021918,3390
1952.024658,3458
1952.027397,3433
1952.030137,3410
1952.032877,3390
1952.035616,3373
1952.038356,3358
1952.041096,3345
1952.043836,3333
1952.046575,3313
1952.049315,3294
1952.052055,3278
1952.054795,3264
1952.057534,3252
1952.060274,3242
1952.063014,3232
1952.065753,3235
1952.068493,3237
1952.071233,3239
1952.073973,3241
1952.076712,3242
1952.079452,3243
1952.082192,3245
1952.084932,3320
1952.087671,3387
1952.090411,3445
1952.093151,3496
1952.09589,3540
1952.09863,3579
1952.10137,3613
1952.10411,3793
1952.106849,3950
1952.109589,4087
1952.112329,4208
1952.115068,4313
1952.117808,4405
1952.120548,4486
1952.123288,4631
1952.126027,4759
1952.128767,4870
1952.131507,4967
1952.134247,5053
1952.136986,5127
1952.139726,5192
1952.142466,5356
1952.145205,5500
1952.147945,5626
1952.150685,5736
1952.153425,5832
1952.156164,5916
1952.158904,5990
1952.161644,6118
1952.164384,6231
1952.167123,6329
1952.169863,6415
1952.172603,6491
1952.175342,6557
1952.178082,6614
1952.180822,6761
1952.183562,6890
1952.186301,7002
1952.189041,7100
1952.191781,7186
1952.194521,7262
1952.19726,7327
1952.2,7417
1952.20274,7496
1952.205479,7565
1952.208219,7625
1952.210959,7677
1952.213699,7723
1952.216438,7764
1952.219178,7767
1952.221918,7769
1952.224658,7772
1952.227397,7774
1952.230137,7776
1952.232877,7777
1952.235616,7779
1952.238356,7791
1952.241096,7801
1952.243836,7810
1952.246575,7818
1952.249315,7825
1952.252055,7831
1952.254795,7837
1952.257534,7820
1952.260274,7805
1952.263014,7793
1952.265753,7781
1952.268493,7772
1952.271233,7763
1952.273973,7755
1952.276712,7556
1952.279452,7382
1952.282192,7230
1952.284932,7096
1952.287671,6979
1952.290411,6877
1952.293151,6788
1952.29589,6902
1952.29863,7002
1952.30137,7090
1952.30411,7167
1952.306849,7234
1952.309589,7292
1952.312329,7344
1952.315068,7399
1952.317808,7448
1952.320548,7490
1952.323288,7528
1952.326027,7560
1952.328767,7589
1952.331507,7614
1952.334247,7336
1952.336986,7093
1952.339726,6880
1952.342466,6694
1952.345205,6532
1952.347945,6389
1952.350685,6264
1952.353425,6113
1952.356164,5980
1952.358904,5864
1952.361644,5762
1952.364384,5673
1952.367123,5595
1952.369863,5527
1952.372603,5649
1952.375342,5756
1952.378082,5850
1952.380822,5932
1952.383562,6003
1952.386301,6066
1952.389041,6121
1952.391781,6244
1952.394521,6351
1952.39726,6446
1952.4,6528
1952.40274,6600
1952.405479,6663
1952.408219,6718
1952.410959,6820
1952.413699,6909
1952.416438,6987
1952.419178,7055
1952.421918,7115
1952.424658,7167
1952.427397,7213
1952.430137,7210
1952.432877,7207
1952.435616,7205
1952.438356,7203
1952.441096,7202
1952.443836,7200
1952.446575,7199
1952.449315,7337
1952.452055,7458
1952.454795,7563
1952.457534,7656
1952.460274,7737
1952.463014,7807
1952.465753,7869
1952.468493,7774
1952.471233,7690
1952.473973,7617
1952.476712,7553
1952.479452,7497
1952.482192,7447
1952.484932,7405
1952.487671,7442
1952.490411,7474
1952.493151,7503
1952.49589,7528
1952.49863,7550
1952.50137,7569
1952.50411,7586
1952.506849,7590
1952.509589,7593
1952.512329,7596
1952.515068,7599
1952.517808,7602
1952.520548,7604
1952.523288,7605
1952.526027,7725
1952.528767,7829
1952.531507,7920
1952.534247,8000
1952.536986,8070
1952.539726,8131
1952.542466,8184
1952.545205,8178
1952.547945,8172
1952.550685,8167
1952.553425,8163
1952.556164,8159
1952.558904,8155
1952.561644,8152
1952.564384,8171
1952.567123,8188
1952.569863,8202
1952.572603,8215
1952.575342,8226
1952.578082,8235
1952.580822,8244
1952.583562,8251
1952.586301,8258
1952.589041,8263
1952.591781,8268
1952.594521,8273
1952.59726,8276
1952.6,8280
1952.60274,8240
1952.605479,8205
1952.608219,8174
1952.610959,8147
1952.613699,8124
1952.616438,8103
1952.619178,8086
1952.621918,7941
1952.624658,7815
1952.627397,7705
1952.630137,7608
1952.632877,7524
1952.635616,7450
1952.638356,7385
1952.641096,7200
1952.643836,7039
1952.646575,6897
1952.649315,6773
1952.652055,6665
1952.654795,6570
1952.657534,6487
1952.660274,6190
1952.663014,5930
1952.665753,5702
1952.668493,5503
1952.671233,5329
1952.673973,5176
1952.676712,5043
1952.679452,4830
1952.682192,4643
1952.684932,4480
1952.687671,4337
1952.690411,4212
1952.693151,4103
1952.69589,4008
1952.69863,3849
1952.70137,3710
1952.70411,3589
1952.706849,3483
1952.709589,3390
1952.712329,3309
1952.715068,3237
1952.717808,3196
1952.720548,3161
1952.723288,3129
1952.726027,3102
1952.728767,3078
1952.731507,3057
1952.734247,3038
1952.736986,3119
1952.739726,3189
1952.742466,3250
1952.745205,3304
1952.747945,3351
1952.750685,3392
1952.753425,3428
1952.756164,3663
1952.758904,3868
1952.761644,4048
1952.764384,4205
1952.767123,4343
1952.769863,4463
1952.772603,4569
1952.775342,4811
1952.778082,5023
1952.780822,5208
1952.783562,5370
1952.786301,5512
1952.789041,5636
1952.791781,5745
1952.794521,6129
1952.79726,6465
1952.8,6758
1952.80274,7016
1952.805479,7241
1952.808219,7438
1952.810959,7610
1952.813699,7953
1952.816438,8254
1952.819178,8517
1952.821918,8747
1952.824658,8948
1952.827397,9124
1952.830137,9278
1952.832877,9702
1952.835616,10072
1952.838356,10397
1952.841096,10681
1952.843836,10929
1952.846575,11146
1952.849315,11336
1952.852055,11513
1952.854795,11668
1952.857534,11804
1952.860274,11923
1952.863014,12026
1952.865753,12117
1952.868493,12197
1952.871233,12373
1952.873973,12528
1952.876712,12663
1952.879452,12781
1952.882192,12885
1952.884932,12975
1952.887671,13055
1952.890411,13135
1952.893151,13205
1952.89589,13266
1952.89863,13320
1952.90137,13366
1952.90411,13407
1952.906849,13443
1952.909589,13860
1952.912329,14224
1952.915068,14543
1952.917808,14822
1952.920548,15067
1952.923288,15280
1952.926027,15467
1952.928767,15823
1952.931507,16135
1952.934247,16408
1952.936986,16646
1952.939726,16855
1952.942466,17038
1952.945205,17198
1952.947945,17562
1952.950685,17881
1952.953425,18160
1952.956164,18405
1952.958904,18618
1952.961644,18805
1952.964384,18969
1952.967123,19369
1952.969863,19719
1952.972603,20025
1952.975342,20293
1952.978082,20528
1952.980822,20733
1952.983562,20912
1952.986301,20310
1952.989041,19783
1952.991781,19321
1952.994521,18917
1952.99726,18564
1953,18255
1953.00274,17985
1953.005479,20183
1953.008219,22107
1953.010959,23790
1953.013699,25262
1953.016438,26551
1953.019178,27679
1953.021918,28665
1953.024658,28690
1953.027397,28712
1953.030137,28731
1953.032877,28748
1953.035616,28763
1953.038356,28775
1953.041096,28787
1953.043836,28302
1953.046575,27878
1953.049315,27508
1953.052055,27183
1953.054795,26899
1953.057534,26651
1953.060274,26434
1953.063014,26318
1953.065753,26217
1953.068493,26129
1953.071233,26052
1953.073973,25984
1953.076712,25925
1953.079452,25873
1953.082192,26517
1953.084932,27080
1953.087671,27572
1953.090411,28003
1953.093151,28380
1953.09589,28710
1953.09863,28999
1953.10137,29955
1953.10411,30792
1953.106849,31524
1953.109589,32165
1953.112329,32725
1953.115068,33216
1953.117808,33645
1953.120548,34155
1953.123288,34602
1953.126027,34993
1953.128767,35335
1953.131507,35634
1953.134247,35896
1953.136986,36125
1953.139726,36400
1953.142466,36641
1953.145205,36852
1953.147945,37036
1953.150685,37197
1953.153425,37339
1953.156164,37462
1953.158904,37286
1953.161644,37131
1953.164384,36996
1953.167123,36878
1953.169863,36774
1953.172603,36684
1953.175342,36605
1953.178082,36056
1953.180822,35577
1953.183562,35157
1953.186301,34790
1953.189041,34468
1953.191781,34187
1953.194521,33941
1953.19726,33621
1953.2,33340
1953.20274,33095
1953.205479,32881
1953.208219,32693
1953.210959,32529
1953.213699,32385
1953.216438,32305
1953.219178,32234
1953.221918,32172
1953.224658,32118
1953.227397,32071
1953.230137,32029
1953.232877,31993
1953.235616,31752
1953.238356,31541
1953.241096,31356
1953.243836,31194
1953.246575,31053
1953.249315,30929
1953.252055,30821
1953.254795,30052
1953.257534,29380
1953.260274,28792
1953.263014,28277
1953.265753,27826
1953.268493,27432
1953.271233,27087
1953.273973,27115
1953.276712,27139
1953.279452,27160
1953.282192,27178
1953.284932,27195
1953.287671,27209
1953.290411,27221
1953.293151,26603
1953.29589,26062
1953.29863,25589
1953.30137,25175
1953.30411,24813
