time,infection
1956.671233,2279
1956.673973,2192
1956.676712,2117
1956.679452,2051
1956.682192,1993
1956.684932,1942
1956.687671,1858
1956.690411,1784
1956.693151,1720
1956.69589,1664
1956.69863,1615
1956.70137,1571
1956.70411,1534
1956.706849,1479
1956.709589,1431
1956.712329,1389
1956.715068,1352
1956.717808,1319
1956.720548,1291
1956.723288,1267
1956.726027,1267
1956.728767,1267
1956.731507,1268
1956.734247,1268
1956.736986,1268
1956.739726,1268
1956.742466,1268
1956.745205,1313
1956.747945,1352
1956.750685,1385
1956.753425,1415
1956.756164,1441
1956.758904,1464
1956.761644,1484
1956.764384,1585
1956.767123,1673
1956.769863,1751
1956.772603,1818
1956.775342,1878
1956.778082,1930
1956.780822,1975
1956.783562,2037
1956.786301,2091
1956.789041,2138
1956.791781,2180
1956.794521,2216
1956.79726,2248
1956.8,2275
1956.80274,2397
1956.805479,2503
1956.808219,2596
1956.810959,2677
1956.813699,2748
1956.816438,2810
1956.819178,2865
1956.821918,2943
1956.824658,3012
1956.827397,3072
1956.830137,3125
1956.832877,3171
1956.835616,3211
1956.838356,3246
1956.841096,3286
1956.843836,3320
1956.846575,3350
1956.849315,3377
1956.852055,3400
1956.854795,3420
1956.857534,3438
1956.860274,3458
1956.863014,3475
1956.865753,3491
1956.868493,3504
1956.871233,3516
1956.873973,3526
1956.876712,3535
1956.879452,3600
1956.882192,3657
1956.884932,3707
1956.887671,3751
1956.890411,3789
1956.893151,3822
1956.89589,3851
1956.89863,3956
1956.90137,4048
1956.90411,4129
1956.906849,4199
1956.909589,4261
1956.912329,4314
1956.915068,4362
1956.917808,4469
1956.920548,4563
1956.923288,4645
1956.926027,4717
1956.928767,4780
1956.931507,4835
1956.934247,4883
1956.936986,5137
1956.939726,5359
1956.942466,5554
1956.945205,5724
1956.947945,5873
1956.950685,6003
1956.953425,6117
1956.956164,6291
1956.958904,6444
1956.961644,6578
1956.964384,6695
1956.967123,6797
1956.969863,6886
1956.972603,6965
1956.975342,7055
1956.978082,7135
1956.980822,7204
1956.983562,7265
1956.986301,7318
1956.989041,7365
1956.991781,7405
1956.994521,7476
1956.99726,7538
1957,7592
1957.00274,7640
1957.005479,7681
1957.008219,7717
1957.010959,7749
1957.013699,8347
1957.016438,8870
1957.019178,9328
1957.021918,9729
1957.024658,10079
1957.027397,10386
1957.030137,10654
1957.032877,10645
1957.035616,10637
1957.038356,10631
1957.041096,10625
1957.043836,10619
1957.046575,10615
1957.049315,10611
1957.052055,10451
1957.054795,10311
1957.057534,10188
1957.060274,10081
1957.063014,9987
1957.065753,9905
1957.068493,9833
1957.071233,9962
1957.073973,10074
1957.076712,10173
1957.079452,10259
1957.082192,10334
1957.084932,10400
1957.087671,10458
1957.090411,11013
1957.093151,11499
1957.09589,11924
1957.09863,12296
1957.10137,12621
1957.10411,12906
1957.106849,13155
1957.109589,13913
1957.112329,14576
1957.115068,15156
1957.117808,15663
1957.120548,16107
1957.123288,16496
1957.126027,16836
1957.128767,17551
1957.131507,18177
1957.134247,18725
1957.136986,19204
1957.139726,19624
1957.142466,19990
1957.145205,20311
1957.147945,20819
1957.150685,21263
1957.153425,21651
1957.156164,21991
1957.158904,22288
1957.161644,22548
1957.164384,22776
1957.167123,23219
1957.169863,23606
1957.172603,23945
1957.175342,24242
1957.178082,24502
1957.180822,24729
1957.183562,24927
1957.186301,25362
1957.189041,25743
1957.191781,26076
1957.194521,26367
1957.19726,26622
1957.2,26845
1957.20274,27041
1957.205479,27211
1957.208219,27361
1957.210959,27492
1957.213699,27606
1957.216438,27706
1957.219178,27794
1957.221918,27870
1957.224658,28268
1957.227397,28616
1957.230137,28921
1957.232877,29187
1957.235616,29420
1957.238356,29624
1957.241096,29803
1957.243836,29681
1957.246575,29574
1957.249315,29480
1957.252055,29398
1957.254795,29327
1957.257534,29264
1957.260274,29209
1957.263014,29179
1957.265753,29152
1957.268493,29128
1957.271233,29108
1957.273973,29090
1957.276712,29074
1957.279452,29061
1957.282192,29327
1957.284932,29560
1957.287671,29764
1957.290411,29943
1957.293151,30099
1957.29589,30235
1957.29863,30355
1957.30137,29676
1957.30411,29083
1957.306849,28563
1957.309589,28108
1957.312329,27710
1957.315068,27362
1957.317808,27058
1957.320548,27540
1957.323288,27961
1957.326027,28330
1957.328767,28653
1957.331507,28936
1957.334247,29183
1957.336986,29399
1957.339726,29031
1957.342466,28710
1957.345205,28428
1957.347945,28182
1957.350685,27966
1957.353425,27778
1957.356164,27612
1957.358904,26772
1957.361644,26036
1957.364384,25393
1957.367123,24830
1957.369863,24337
1957.372603,23906
1957.375342,23529
1957.378082,22972
1957.380822,22485
1957.383562,22060
1957.386301,21687
1957.389041,21361
1957.391781,21075
1957.394521,20826
1957.39726,21007
1957.4,21166
1957.40274,21306
1957.405479,21427
1957.408219,21534
1957.410959,21627
1957.413699,21709
1957.416438,22094
1957.419178,22430
1957.421918,22725
1957.424658,22982
1957.427397,23208
1957.430137,23405
1957.432877,23578
1957.435616,23973
1957.438356,24318
1957.441096,24620
1957.443836,24885
1957.446575,25116
1957.449315,25319
1957.452055,25496
1957.454795,25425
1957.457534,25362
1957.460274,25308
1957.463014,25260
1957.465753,25218
1957.468493,25182
1957.471233,25150
1957.473973,25191
1957.476712,25228
1957.479452,25259
1957.482192,25287
1957.484932,25312
1957.487671,25333
1957.490411,25352
1957.493151,24672
1957.49589,24077
1957.49863,23557
1957.50137,23101
1957.50411,22703
1957.506849,22354
1957.509589,22049
1957.512329,21503
1957.515068,21026
1957.517808,20608
1957.520548,20243
1957.523288,19923
1957.526027,19643
1957.528767,19398
1957.531507,18888
1957.534247,18442
1957.536986,18051
1957.539726,17710
1957.542466,17411
1957.545205,17149
1957.547945,16920
1957.550685,16633
1957.553425,16381
1957.556164,16162
1957.558904,15969
1957.561644,15801
1957.564384,15653
1957.567123,15524
1957.569863,15237
1957.572603,14986
1957.575342,14767
1957.578082,14574
1957.580822,14406
1957.583562,14259
1957.586301,14130
1957.589041,13774
1957.591781,13462
1957.594521,13189
1957.59726,12950
1957.6,12741
1957.60274,12558
1957.605479,12399
1957.608219,11980
1957.610959,11614
1957.613699,11294
1957.616438,11013
1957.619178,10768
1957.621918,10554
1957.624658,10366
1957.627397,10010
1957.630137,9699
1957.632877,9426
1957.635616,9188
1957.638356,8980
1957.641096,8797
1957.643836,8638
1957.646575,8167
1957.649315,7756
1957.652055,7395
1957.654795,7080
1957.657534,6804
1957.660274,6563
1957.663014,6352
1957.665753,5993
1957.668493,5679
1957.671233,5404
1957.673973,5164
1957.676712,4954
1957.679452,4770
1957.682192,4609
1957.684932,4328
1957.687671,4083
1957.690411,3869
1957.693151,3681
1957.69589,3517
1957.69863,3373
1957.70137,3247
1957.70411,3015
1957.706849,2812
1957.709589,2635
1957.712329,2479
1957.715068,2344
1957.717808,2225
1957.720548,2121
1957.723288,2012
1957.726027,1917
1957.728767,1834
1957.731507,1762
1957.734247,1698
1957.736986,1643
1957.739726,1594
1957.742466,1534
1957.745205,1482
1957.747945,1436
1957.750685,1396
1957.753425,1360
1957.756164,1330
1957.758904,1303
1957.761644,1331
1957.764384,1356
1957.767123,1378
1957.769863,1397
1957.772603,1414
1957.775342,1429
1957.778082,1442
1957.780822,1435
1957.783562,1430
1957.786301,1425
1957.789041,1421
1957.791781,1417
1957.794521,1414
1957.79726,1411
1957.8,1426
1957.80274,1440
1957.805479,1451
1957.808219,1461
1957.810959,1470
1957.813699,1478
1957.816438,1484
1957.819178,1508
1957.821918,1528
1957.824658,1546
1957.827397,1562
1957.830137,1575
1957.832877,1587
1957.835616,1598
1957.838356,1642
1957.841096,1680
1957.843836,1714
1957.846575,1743
1957.849315,1769
1957.852055,1792
1957.854795,1811
1957.857534,1829
1957.860274,1844
1957.863014,1857
1957.865753,1869
1957.868493,1879
1957.871233,1888
1957.873973,1895
1957.876712,1902
1957.879452,1908
1957.882192,1913
1957.884932,1918
1957.887671,1922
1957.890411,1925
1957.893151,1928
1957.89589,1966
1957.89863,1999
1957.90137,2027
1957.90411,2053
1957.906849,2075
1957.909589,2094
1957.912329,2111
1957.915068,2108
1957.917808,2106
1957.920548,2104
1957.923288,2102
1957.926027,2100
1957.928767,2099
1957.931507,2098
1957.934247,2149
1957.936986,2193
1957.939726,2233
1957.942466,2267
1957.945205,2297
1957.947945,2323
1957.950685,2346
1957.953425,2401
1957.956164,2449
1957.958904,2491
1957.961644,2528
1957.964384,2560
1957.967123,2588
1957.969863,2613
1957.972603,2634
1957.975342,2653
1957.978082,2670
1957.980822,2684
1957.983562,2697
1957.986301,2708
1957.989041,2717
1957.991781,2674
1957.994521,2635
1957.99726,2602
1958,2572
1958.00274,2547
1958.005479,2524
1958.008219,2505
1958.010959,2714
1958.013699,2898
1958.016438,3058
1958.019178,3199
1958.021918,3322
1958.024658,3430
1958.027397,3524
1958.030137,3512
1958.032877,3502
1958.035616,3493
1958.038356,3485
1958.041096,3478
1958.043836,3472
1958.046575,3467
1958.049315,3396
1958.052055,3334
1958.054795,3280
1958.057534,3232
1958.060274,3191
1958.063014,3155
1958.065753,3123
1958.068493,3079
1958.071233,3041
1958.073973,3008
1958.076712,2979
1958.079452,2953
1958.082192,2931
1958.084932,2912
1958.087671,3063
1958.090411,3196
1958.093151,3312
1958.09589,3413
1958.09863,3502
1958.10137,3580
1958.10411,3648
1958.106849,3748
1958.109589,3837
1958.112329,3914
1958.115068,3982
1958.117808,4041
1958.120548,4093
1958.123288,4138
1958.126027,4293
1958.128767,4429
1958.131507,4548
1958.134247,4653
1958.136986,4744
1958.139726,4823
1958.142466,4893
1958.145205,4967
1958.147945,5032
1958.150685,5088
1958.153425,5137
1958.156164,5181
1958.158904,5219
1958.161644,5252
1958.164384,5246
1958.167123,5241
1958.169863,5236
1958.172603,5232
1958.175342,5229
1958.178082,5226
1958.180822,5223
1958.183562,5243
1958.186301,5260
1958.189041,5275
1958.191781,5289
1958.194521,5300
1958.19726,5311
1958.2,5319
1958.20274,5250
1958.205479,5189
1958.208219,5136
1958.210959,5089
1958.213699,5049
1958.216438,5013
1958.219178,4982
1958.221918,5046
1958.224658,5103
1958.227397,5153
1958.230137,5196
1958.232877,5234
1958.235616,5267
1958.238356,5296
1958.241096,5271
1958.243836,5248
1958.246575,5229
1958.249315,5212
1958.252055,5197
1958.254795,5184
1958.257534,5173
1958.260274,5149
1958.263014,5128
1958.265753,5110
1958.268493,5094
1958.271233,5080
1958.273973,5067
1958.276712,5057
1958.279452,5177
1958.282192,5282
1958.284932,5374
1958.287671,5454
1958.290411,5524
1958.293151,5586
1958.29589,5640
1958.29863,5691
1958.30137,5736
1958.30411,5775
1958.306849,5810
1958.309589,5840
1958.312329,5866
1958.315068,5889
1958.317808,5735
1958.320548,5600
1958.323288,5482
1958.326027,5379
1958.328767,5288
1958.331507,5209
1958.334247,5140
1958.336986,5047
1958.339726,4965
1958.342466,4893
1958.345205,4831
1958.347945,4776
1958.350685,4728
1958.353425,4686
1958.356164,4631
1958.358904,4583
1958.361644,4541
1958.364384,4505
1958.367123,4473
1958.369863,4444
1958.372603,4420
1958.375342,4544
1958.378082,4653
1958.380822,4748
1958.383562,4831
1958.386301,4903
1958.389041,4967
1958.391781,5023
1958.394521,5180
1958.39726,5317
1958.4,5437
1958.40274,5543
1958.405479,5635
1958.408219,5715
1958.410959,5786
1958.413699,5883
1958.416438,5969
1958.419178,6044
1958.421918,6109
1958.424658,6167
1958.427397,6217
1958.430137,6261
1958.432877,6432
1958.435616,6582
1958.438356,6713
1958.441096,6828
1958.443836,6928
1958.446575,7016
1958.449315,7093
1958.452055,7035
1958.454795,6985
1958.457534,6941
1958.460274,6903
1958.463014,6869
1958.465753,6839
1958.468493,6814
1958.471233,6871
1958.473973,6921
1958.476712,6965
1958.479452,7003
1958.482192,7036
1958.484932,7066
1958.487671,7091
1958.490411,7099
1958.493151,7105
1958.49589,7111
1958.49863,7116
1958.50137,7120
1958.50411,7124
1958.506849,7127
1958.509589,7193
1958.512329,7251
1958.515068,7301
1958.517808,7345
1958.520548,7383
1958.523288,7417
1958.526027,7446
1958.528767,7566
1958.531507,7671
1958.534247,7763
1958.536986,7844
1958.539726,7914
1958.542466,7976
1958.545205,8030
1958.547945,8017
1958.550685,8005
1958.553425,7995
1958.556164,7986
1958.558904,7978
1958.561644,7972
1958.564384,7966
1958.567123,7949
1958.569863,7934
1958.572603,7921
1958.575342,7909
1958.578082,7899
1958.580822,7890
1958.583562,7882
1958.586301,7833
1958.589041,7791
1958.591781,7753
1958.594521,7720
1958.59726,7691
1958.6,7666
1958.60274,7644
1958.605479,7521
1958.608219,7413
1958.610959,7318
1958.613699,7235
1958.616438,7163
1958.619178,7100
1958.621918,7044
1958.624658,6921
1958.627397,6813
1958.630137,6719
1958.632877,6636
1958.635616,6564
1958.638356,6501
1958.641096,6445
1958.643836,6203
1958.646575,5991
1958.649315,5806
1958.652055,5643
1958.654795,5501
1958.657534,5377
1958.660274,5268
1958.663014,5025
1958.665753,4812
1958.668493,4626
1958.671233,4463
1958.673973,4320
1958.676712,4195
1958.679452,4086
1958.682192,3869
1958.684932,3679
1958.687671,3513
1958.690411,3367
1958.693151,3240
1958.69589,3129
1958.69863,3031
1958.70137,2891
1958.70411,2768
1958.706849,2660
1958.709589,2566
1958.712329,2484
1958.715068,2412
1958.717808,2349
1958.720548,2274
1958.723288,2208
1958.726027,2150
1958.728767,2100
1958.731507,2056
1958.734247,2017
1958.736986,1984
1958.739726,1977
1958.742466,1971
1958.745205,1966
1958.747945,1961
1958.750685,1957
1958.753425,1954
1958.756164,1951
1958.758904,2002
1958.761644,2047
1958.764384,2086
1958.767123,2120
1958.769863,2151
1958.772603,2177
1958.775342,2200
1958.778082,2337
1958.780822,2458
1958.783562,2563
1958.786301,2655
1958.789041,2736
1958.791781,2807
1958.794521,2868
1958.79726,3065
1958.8,3237
1958.80274,3387
1958.805479,3519
1958.808219,3634
1958.810959,3735
1958.813699,3824
1958.816438,3973
1958.819178,4104
1958.821918,4219
1958.824658,4319
1958.827397,4407
1958.830137,4484
1958.832877,4551
1958.835616,4726
1958.838356,4880
1958.841096,5014
1958.843836,5131
1958.846575,5234
1958.849315,5324
1958.852055,5403
1958.854795,5517
1958.857534,5616
1958.860274,5704
1958.863014,5780
1958.865753,5847
1958.868493,5905
1958.871233,5956
1958.873973,6072
1958.876712,6173
1958.879452,6261
1958.882192,6338
1958.884932,6406
1958.887671,6465
1958.890411,6517
1958.893151,6609
1958.89589,6691
1958.89863,6762
1958.90137,6824
1958.90411,6878
1958.906849,6926
1958.909589,6968
1958.912329,7123
1958.915068,7259
1958.917808,7377
1958.920548,7481
1958.923288,7572
1958.926027,7652
1958.928767,7722
1958.931507,8003
1958.934247,8248
1958.936986,8463
1958.939726,8652
1958.942466,8816
1958.945205,8960
1958.947945,9087
1958.950685,9353
1958.953425,9586
1958.956164,9789
1958.958904,9968
1958.961644,10124
1958.964384,10260
1958.967123,10380
1958.969863,10588
1958.972603,10770
1958.975342,10929
1958.978082,11069
1958.980822,11191
1958.983562,11297
1958.986301,11391
1958.989041,11162
1958.991781,10963
1958.994521,10788
1958.99726,10635
1959,10501
1959.00274,10384
1959.005479,10281
1959.008219,11541
1959.010959,12643
1959.013699,13608
1959.016438,14452
1959.019178,15190
1959.021918,15837
1959.024658,16402
1959.027397,16472
1959.030137,16533
1959.032877,16587
1959.035616,16633
1959.038356,16674
1959.041096,16710
1959.043836,16742
1959.046575,16423
1959.049315,16145
1959.052055,15902
1959.054795,15688
1959.057534,15502
1959.060274,15339
1959.063014,15196
1959.065753,15216
1959.068493,15233
1959.071233,15248
1959.073973,15261
1959.076712,15273
1959.079452,15283
1959.082192,15292
1959.084932,15910
1959.087671,16450
1959.090411,16923
1959.093151,17336
1959.09589,17698
1959.09863,18015
1959.10137,18292
1959.10411,19117
1959.106849,19839
1959.109589,20471
1959.112329,21024
1959.115068,21508
1959.117808,21931
1959.120548,22301
1959.123288,23042
1959.126027,23689
1959.128767,24256
1959.131507,24752
1959.134247,25186
1959.136986,25566
1959.139726,25898
1959.142466,26365
1959.145205,26774
1959.147945,27132
1959.150685,27445
1959.153425,27719
1959.156164,27959
1959.158904,28169
1959.161644,28148
1959.164384,28131
1959.167123,28115
1959.169863,28102
1959.172603,28090
1959.175342,28079
1959.178082,28070
1959.180822,27859
1959.183562,27674
1959.186301,27512
1959.189041,27370
1959.191781,27246
1959.194521,27138
1959.19726,27043
1959.2,26853
1959.20274,26687
1959.205479,26542
1959.208219,26415
1959.210959,26304
1959.213699,26207
1959.216438,26122
1959.219178,26128
1959.221918,26133
1959.224658,26137
1959.227397,26141
1959.230137,26144
1959.232877,26147
1959.235616,26150
1959.238356,25619
1959.241096,25154
1959.243836,24747
1959.246575,24392
1959.249315,24080
1959.252055,23808
1959.254795,23569
1959.257534,24161
1959.260274,24678
1959.263014,25131
1959.265753,25527
1959.268493,25874
1959.271233,26177
1959.273973,26443
1959.276712,26341
1959.279452,26252
1959.282192,26174
1959.284932,26106
1959.287671,26047
1959.290411,25995
1959.293151,25949
1959.29589,25183
1959.29863,24513
1959.30137,23926
1959.30411,23413
1959.306849,22964
1959.309589,22572
1959.312329,22228
1959.315068,21476
1959.317808,20818
1959.320548,20242
1959.323288,19738
1959.326027,19297
1959.328767,18912
1959.331507,18574
1959.334247,18259
1959.336986,17983
1959.339726,17742
1959.342466,17531
1959.345205,17346
1959.347945,17184
1959.350685,17043
1959.353425,17116
1959.356164,17179
1959.358904,17235
1959.361644,17284
1959.364384,17326
1959.367123,17364
1959.369863,17396
1959.372603,17771
1959.375342,18098
1959.378082,18385
1959.380822,18636
1959.383562,18855
1959.386301,19047
1959.389041,19215
1959.391781,19266
1959.394521,19311
1959.39726,19350
1959.4,19384
1959.40274,19414
1959.405479,19440
1959.408219,19463
1959.410959,19411
1959.413699,19366
1959.416438,19327
1959.419178,19292
1959.421918,19262
1959.424658,19236
1959.427397,19213
1959.430137,18885
1959.432877,18598
1959.435616,18347
1959.438356,18128
1959.441096,17936
1959.443836,17768
1959.446575,17621
1959.449315,17314
1959.452055,17046
1959.454795,16811
1959.457534,16606
1959.460274,16426
1959.463014,16269
1959.465753,16131
1959.468493,15644
1959.471233,15219
1959.473973,14846
1959.476712,14520
1959.479452,14235
1959.482192,13985
1959.484932,13767
1959.487671,13604
1959.490411,13461
1959.493151,13336
1959.49589,13227
1959.49863,13131
1959.50137,13047
1959.50411,12974
1959.506849,12772
1959.509589,12595
1959.512329,12440
1959.515068,12304
1959.517808,12186
1959.520548,12082
1959.523288,11991
1959.526027,11731
1959.528767,11504
1959.531507,11305
1959.534247,11131
1959.536986,10979
1959.539726,10846
1959.542466,10729
1959.545205,10586
1959.547945,10461
1959.550685,10352
1959.553425,10256
1959.556164,10172
1959.558904,10099
1959.561644,10034
1959.564384,9778
1959.567123,9553
1959.569863,9357
1959.572603,9185
1959.575342,9035
1959.578082,8903
1959.580822,8788
1959.583562,8555
1959.586301,8352
1959.589041,8174
1959.591781,8018
1959.594521,7881
1959.59726,7762
1959.6,7658
1959.60274,7346
1959.605479,7073
1959.608219,6835
1959.610959,6626
1959.613699,6443
1959.616438,6283
1959.619178,6144
1959.621918,5941
1959.624658,5763
1959.627397,5608
1959.630137,5472
1959.632877,5353
1959.635616,5249
1959.638356,5158
1959.641096,4902
1959.643836,4679
1959.646575,4484
1959.649315,4312
1959.652055,4163
1959.654795,4032
1959.657534,3917
1959.660274,3687
1959.663014,3486
1959.665753,3310
1959.668493,3156
1959.671233,3021
1959.673973,2903
1959.676712,2799
1959.679452,2624
1959.682192,2471
1959.684932,2337
1959.687671,2220
1959.690411,2117
1959.693151,2027
1959.69589,1949
1959.69863,1825
1959.70137,1717
1959.70411,1622
1959.706849,1539
1959.709589,1466
1959.712329,1403
1959.715068,1347
1959.717808,1275
1959.720548,1211
1959.723288,1156
1959.726027,1107
1959.728767,1065
1959.731507,1028
1959.734247,995
1959.736986,967
1959.739726,942
1959.742466,921
1959.745205,902
1959.747945,885
1959.750685,871
1959.753425,858
1959.756164,862
1959.758904,866
1959.761644,869
1959.764384,872
1959.767123,874
1959.769863,876
1959.772603,878
1959.775342,884
1959.778082,888
1959.780822,892
1959.783562,896
1959.786301,899
1959.789041,902
1959.791781,904
1959.794521,926
1959.79726,944
1959.8,960
1959.80274,975
1959.805479,987
1959.808219,998
1959.810959,1008
1959.813699,1024
1959.816438,1039
1959.819178,1052
1959.821918,1063
1959.824658,1073
1959.827397,1081
1959.830137,1089
1959.832877,1098
1959.835616,1106
1959.838356,1114
1959.841096,1120
1959.843836,1125
1959.846575,1130
1959.849315,1134
1959.852055,1160
1959.854795,1182
1959.857534,1202
1959.860274,1219
1959.863014,1234
1959.865753,1247
1959.868493,1259
1959.871233,1251
1959.873973,1245
1959.876712,1239
1959.879452,1234
1959.882192,1230
1959.884932,1226
1959.887671,1223
1959.890411,1211
1959.893151,1200
1959.89589,1190
1959.89863,1182
1959.90137,1175
1959.90411,1168
1959.906849,1163
1959.909589,1182
1959.912329,1198
1959.915068,1213
1959.917808,1226
1959.920548,1237
1959.923288,1247
1959.926027,1255
1959.928767,1254
1959.931507,1253
1959.934247,1253
1959.936986,1252
1959.939726,1251
1959.942466,1251
1959.945205,1250
1959.947945,1252
1959.950685,1253
1959.953425,1254
1959.956164,1255
1959.958904,1256
1959.961644,1257
1959.964384,1258
1959.967123,1252
1959.969863,1247
1959.972603,1243
1959.975342,1239
1959.978082,1236
1959.980822,1233
1959.983562,1230
1959.986301,1210
1959.989041,1192
1959.991781,1176
1959.994521,1162
1959.99726,1150
